name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
New York City,9/7/2022,22.4,18.6,20.4,22.4,18.6,20.4,16.4,78.8,0.0,0,0.0,rain,0.0,0.0,43.2,20.6,49.1,1015.4,96.2,14.8,62.6,5.4,3,10.0,2022-09-07T06:28:52,2022-09-07T19:18:30,0.4,Overcast,Cloudy skies throughout the day.,cloudy,"72505394728,KLGA,F8726,KNYC,F1417,72503014732"
New York City,9/11/2022,24.2,19.5,22.0,24.2,19.5,22.0,17.5,76.7,4.297,100,41.67,rain,0.0,0.0,22.0,11.2,149.4,1019.9,79.8,13.2,58.7,5.1,2,10.0,2022-09-11T06:32:46,2022-09-11T19:11:50,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,KLGA,KNYC,F1417,72503014732"
New York City,9/12/2022,27.1,20.0,23.0,28.3,20.0,23.1,19.5,81.9,11.125,100,29.17,rain,0.0,0.0,21.2,9.5,58.0,1010.7,80.6,11.6,183.2,15.9,9,30.0,2022-09-12T06:33:44,2022-09-12T19:10:09,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,KLGA,F8726,KNYC,F1417,72503014732"
New York City,9/13/2022,28.0,21.4,24.1,29.9,21.4,24.4,19.0,75.5,27.566,100,33.33,rain,0.0,0.0,46.4,18.4,262.1,1007.4,77.6,12.9,117.7,10.2,5,60.0,2022-09-13T06:34:43,2022-09-13T19:08:28,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"72505394728,KLGA,F8726,KNYC,F1417,72503014732"
New York City,9/15/2022,23.6,18.0,20.8,23.6,18.0,20.8,8.5,46.8,0.0,0,0.0,rain,0.0,0.0,42.5,31.7,331.1,1020.0,12.5,16.0,246.1,21.4,9,10.0,2022-09-15T06:36:40,2022-09-15T19:05:06,0.67,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KLGA,F8726,KNYC,F1417,72503014732"
New York City,9/19/2022,29.2,21.1,24.1,29.0,21.1,24.1,16.0,62.3,3.118,100,8.33,rain,0.0,0.0,51.7,27.7,238.2,1012.6,54.4,15.4,154.0,13.1,7,10.0,2022-09-19T06:40:35,2022-09-19T18:58:20,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72505394728,KLGA,KNYC,F1417,72503014732"
New York City,9/22/2022,23.6,15.3,20.3,23.6,15.3,20.3,14.0,68.4,9.968,100,20.83,rain,0.0,0.0,53.6,29.7,267.2,1004.2,52.5,14.7,89.1,7.6,5,10.0,2022-09-22T06:43:32,2022-09-22T18:53:15,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"72505394728,KLGA,KNYC,F1417,72503014732"
New York City,9/25/2022,22.2,15.3,18.2,22.2,15.3,18.2,11.1,63.9,25.831,100,8.33,rain,0.0,0.0,51.8,22.3,208.3,1007.2,67.8,15.1,96.1,8.2,5,10.0,2022-09-25T06:46:31,2022-09-25T18:48:11,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72505394728,KLGA,KNYC,F1417,72503014732"
New York City,9/26/2022,23.1,14.8,19.0,23.1,14.8,19.0,10.9,63.0,0.134,100,4.17,rain,0.0,0.0,44.6,27.7,233.5,1005.3,36.3,16.0,203.4,17.7,9,10.0,2022-09-26T06:47:31,2022-09-26T18:46:31,0.03,"Rain, Partially cloudy",Becoming cloudy in the afternoon with early morning rain.,rain,"72505394728,KLGA,KNYC,F1417,72503014732"
New York City,9/28/2022,20.6,12.4,16.7,20.6,12.4,16.7,7.9,56.7,0.0,0,0.0,rain,0.0,0.0,35.3,22.3,299.0,1018.8,34.8,16.0,197.1,17.0,8,10.0,2022-09-28T06:49:31,2022-09-28T18:43:09,0.1,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,KLGA,KNYC,F1417,72503014732"
New York City,10/1/2022,16.3,10.9,14.1,16.3,10.9,14.1,11.4,84.1,12.931,100,58.33,rain,0.0,0.0,51.8,28.4,47.1,1017.0,96.3,13.3,41.1,3.6,2,10.0,2022-10-01T06:52:33,2022-10-01T18:38:09,0.21,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72505394728,KLGA,F8726,KNYC,F1417,72503014732"
New York City,10/2/2022,15.9,11.4,14.3,15.9,11.4,14.3,6.2,59.1,0.431,100,16.67,rain,0.0,0.0,55.2,29.6,49.0,1018.1,99.3,15.6,29.8,2.6,1,10.0,2022-10-02T06:53:34,2022-10-02T18:36:30,0.25,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"72505394728,KLGA,F8726,KNYC,F1417,72503014732"
New York City,10/3/2022,11.4,9.2,10.4,11.4,6.6,9.5,4.1,66.0,10.527,100,41.67,rain,0.0,0.0,52.9,32.2,44.8,1022.5,97.6,15.1,25.6,2.3,1,10.0,2022-10-03T06:54:35,2022-10-03T18:34:51,0.28,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72505394728,KLGA,F8726,KNYC,F1417,72503014732"
New York City,10/4/2022,13.3,7.9,10.6,13.3,4.6,9.4,8.8,88.9,43.738,100,70.83,rain,0.0,0.0,52.9,24.2,33.9,1015.5,100.0,10.8,21.3,1.9,1,10.0,2022-10-04T06:55:37,2022-10-04T18:33:12,0.31,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"D9152,72505394728,KLGA,F8726,KNYC,F1417,72503014732"
New York City,10/5/2022,15.0,12.4,13.7,15.0,12.4,13.7,11.9,89.4,12.238,100,45.83,rain,0.0,0.0,50.8,17.6,13.3,1012.7,91.7,12.5,58.0,4.9,3,10.0,2022-10-05T06:56:38,2022-10-05T18:31:34,0.35,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72505394728,KLGA,KNYC,F1417,72503014732"
New York City,10/6/2022,23.1,12.4,17.5,23.1,12.4,17.5,9.0,60.1,0.0,0,0.0,rain,0.0,0.0,23.4,11.3,317.1,1014.2,22.8,16.0,204.5,17.7,7,10.0,2022-10-06T06:57:40,2022-10-06T18:29:57,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,KNYC,F1417,72503014732"
New York City,10/8/2022,15.6,9.3,12.2,15.6,8.8,12.2,2.8,53.3,0.72,100,8.33,rain,0.0,0.0,41.0,25.9,314.2,1020.2,47.7,16.0,192.9,16.6,8,10.0,2022-10-08T06:59:45,2022-10-08T18:26:43,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72505394728,KLGA,KNYC,F1417,72503014732"
New York City,10/13/2022,20.3,13.2,18.5,20.3,13.2,18.5,15.3,82.2,12.922,100,29.17,rain,0.0,0.0,47.9,25.9,163.4,1011.8,87.0,13.7,49.4,4.2,2,10.0,2022-10-13T07:05:03,2022-10-13T18:18:49,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,KLGA,F8726,KNYC,72503014732"
New York City,10/14/2022,19.2,11.7,14.8,19.2,11.7,14.8,7.6,66.4,8.555,100,25.0,rain,0.0,0.0,46.4,14.4,326.8,1011.8,46.3,14.5,127.5,11.1,6,10.0,2022-10-14T07:06:08,2022-10-14T18:17:17,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72505394728,KLGA,F8726,KNYC,72503014732"
New York City,10/17/2022,18.7,13.1,15.6,18.7,13.1,15.6,10.1,71.2,3.523,100,25.0,rain,0.0,0.0,35.3,22.3,215.6,1005.7,87.5,15.0,92.2,8.1,4,10.0,2022-10-17T07:09:23,2022-10-17T18:12:44,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,KLGA,F8726,KNYC,72503014732"
New York City,10/23/2022,16.3,13.0,14.4,16.3,13.0,14.4,8.1,66.4,0.44,100,8.33,rain,0.0,0.0,42.5,22.4,50.2,1024.7,87.4,15.9,34.6,2.9,2,10.0,2022-10-23T07:16:03,2022-10-23T18:04:02,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,KLGA,F8726,KNYC,72503014732"
New York City,10/24/2022,16.1,12.9,14.3,16.1,12.9,14.3,12.5,89.5,8.126,100,37.5,rain,0.0,0.0,37.1,21.6,53.8,1021.5,100.0,8.6,32.0,2.8,2,10.0,2022-10-24T07:17:11,2022-10-24T18:02:39,0.97,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"D9152,72505394728,KLGA,F8726,KNYC,72503014732"
New York City,10/25/2022,20.4,16.1,18.0,20.4,16.1,18.0,16.8,93.0,3.37,100,8.33,rain,0.0,0.0,24.5,13.1,53.8,1018.3,93.2,4.9,55.7,4.8,3,10.0,2022-10-25T07:18:19,2022-10-25T18:01:17,0.0,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"D9152,72505394728,KLGA,KNYC,72503014732"
New York City,10/26/2022,22.4,17.0,18.9,22.4,17.0,18.9,16.5,86.0,0.08,100,4.17,rain,0.0,0.0,29.5,14.8,237.7,1010.2,89.3,9.1,66.5,5.8,4,10.0,2022-10-26T07:19:27,2022-10-26T17:59:56,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"D9152,72505394728,KLGA,KNYC,72503014732"
New York City,10/31/2022,18.0,11.3,14.6,18.0,11.3,14.6,9.9,74.0,0.27,100,4.17,rain,0.0,0.0,21.6,18.4,219.7,1017.8,61.8,15.6,104.4,9.2,4,10.0,2022-10-31T07:25:13,2022-10-31T17:53:30,0.22,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"D9152,72505394728,KLGA,KNYC,72503014732"
New York City,11/1/2022,19.4,15.0,16.9,19.4,15.0,16.9,13.7,82.1,4.043,100,20.83,rain,0.0,0.0,25.2,13.3,277.1,1016.2,77.6,11.7,70.6,6.0,4,10.0,2022-11-01T07:26:23,2022-11-01T17:52:17,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"D9152,72505394728,KLGA,KNYC,72503014732"
New York City,11/4/2022,21.3,11.6,15.9,21.3,11.6,15.9,12.2,79.4,0.0,0,0.0,rain,0.0,0.0,27.0,13.7,115.6,1027.3,25.9,13.0,136.0,11.9,6,10.0,2022-11-04T07:29:55,2022-11-04T17:48:46,0.36,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72505394728,KLGA,KNYC,F1417,72503014732"
New York City,11/5/2022,23.9,18.0,20.1,23.9,18.0,20.1,15.4,74.9,0.0,0,0.0,rain,0.0,0.0,45.0,16.4,179.4,1023.5,60.0,16.0,112.3,9.7,5,10.0,2022-11-05T07:31:06,2022-11-05T17:47:38,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,KNYC,F1417,72503014732"
New York City,11/6/2022,23.2,18.7,20.7,23.2,18.7,20.7,16.3,76.1,0.08,100,4.17,rain,0.0,0.0,40.0,14.8,173.1,1022.4,74.3,16.0,56.6,5.1,3,10.0,2022-11-06T06:32:17,2022-11-06T16:46:33,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"72505394728,KLGA,KNYC,F1417,72503014732"
New York City,11/7/2022,24.5,14.0,21.2,24.5,14.0,21.2,7.9,49.4,0.134,100,4.17,rain,0.0,0.0,44.6,17.4,280.0,1022.1,30.0,16.0,139.9,12.2,6,10.0,2022-11-07T06:33:28,2022-11-07T16:45:28,0.47,"Rain, Partially cloudy",Clearing in the afternoon with morning rain.,rain,"72505394728,KLGA,KNYC,F1417,72503014732"
New York City,11/11/2022,20.0,14.8,17.5,20.0,14.8,17.5,15.3,87.0,22.652,100,41.67,rain,0.0,0.0,60.8,22.3,138.5,1014.5,96.1,11.4,28.5,2.5,2,10.0,2022-11-11T06:38:12,2022-11-11T16:41:29,0.6,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72505394728,KLGA,F8726,KNYC,F1417,72503014732"
New York City,11/12/2022,20.2,16.3,19.1,20.2,16.3,19.1,13.2,70.3,1.862,100,16.67,rain,0.0,0.0,58.0,21.1,258.0,1002.6,75.3,14.7,105.4,9.0,6,10.0,2022-11-12T06:39:23,2022-11-12T16:40:33,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"72505394728,KLGA,KNYC,F1417,72503014732"
New York City,11/13/2022,15.9,5.9,10.4,15.9,3.4,9.4,3.6,64.0,0.862,100,12.5,rain,0.0,0.0,51.3,29.5,317.6,1011.9,79.2,15.9,69.4,6.0,5,10.0,2022-11-13T06:40:34,2022-11-13T16:39:39,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"72505394728,KLGA,KNYC,F1417,72503014732"
New York City,11/15/2022,7.9,2.4,4.7,5.5,-0.4,2.1,-2.7,59.5,10.346,100,20.83,rain,0.0,0.0,46.8,23.4,45.0,1028.6,69.3,14.8,50.3,4.3,3,10.0,2022-11-15T06:42:56,2022-11-15T16:37:57,0.73,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72505394728,KLGA,KNYC,F1417,72503014732"
New York City,11/16/2022,10.0,4.5,7.0,7.6,0.5,4.0,2.3,73.7,9.6,100,37.5,rain,0.0,0.0,55.1,25.4,314.5,1013.2,85.3,12.4,91.5,7.9,5,10.0,2022-11-16T06:44:07,2022-11-16T16:37:09,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"72505394728,KLGA,KNYC,F1417,72503014732"
New York City,11/18/2022,6.3,1.6,3.9,3.9,-2.9,0.6,-6.3,48.6,0.0,0,0.0,snow,0.0,0.0,50.8,29.5,256.4,1019.0,27.9,16.0,114.2,9.8,5,10.0,2022-11-18T06:46:27,2022-11-18T16:35:39,0.83,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,KLGA,KNYC,F1417,72503014732"
New York City,11/20/2022,3.7,-1.0,1.4,1.3,-5.8,-3.1,-12.1,36.5,0.0,0,0.0,snow,0.0,0.0,50.5,29.4,280.2,1019.9,18.8,16.0,121.3,10.5,5,10.0,2022-11-20T06:48:46,2022-11-20T16:34:16,0.9,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KLGA,KNYC,F1417,72503014732"
New York City,11/25/2022,12.9,8.3,9.9,12.9,4.7,8.3,3.5,65.7,0.44,100,8.33,rain,0.0,0.0,48.8,26.3,265.4,1013.4,67.5,14.5,31.0,2.6,2,10.0,2022-11-25T06:54:26,2022-11-25T16:31:26,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"72505394728,KLGA,F8726,KNYC,F1417,72503014732"
New York City,11/27/2022,15.2,9.4,11.4,15.2,7.9,11.1,4.0,63.8,17.18,100,29.17,rain,0.0,0.0,50.0,35.3,222.1,1006.0,54.4,13.2,19.8,1.5,1,10.0,2022-11-27T06:56:37,2022-11-27T16:30:33,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,KLGA,F8726,KNYC,F1417,72503014732"
New York City,11/28/2022,13.0,5.8,10.2,13.0,3.4,9.3,3.1,61.8,0.0,0,0.0,rain,0.0,0.0,53.5,24.2,292.7,1006.0,32.8,16.0,72.0,6.0,4,10.0,2022-11-28T06:57:42,2022-11-28T16:30:10,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,KNYC,F1417,72503014732"
New York City,11/30/2022,14.4,4.8,9.5,14.4,1.9,8.7,4.8,73.7,10.084,100,29.17,rain,0.0,0.0,71.2,42.5,213.8,1013.6,81.6,13.7,7.5,0.7,0,10.0,2022-11-30T06:59:48,2022-11-30T16:29:31,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,KLGA,F8726,KNYC,F1417,72503014732"
New York City,12/3/2022,14.4,8.0,11.5,14.4,5.6,11.1,6.9,74.0,11.882,100,33.33,rain,0.0,0.0,51.5,26.7,227.4,1020.0,78.3,13.8,7.5,0.7,0,10.0,2022-12-03T07:02:51,2022-12-03T16:28:48,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,KLGA,F8726,KNYC,F1417,72503014732"
New York City,12/6/2022,14.2,5.5,10.7,14.2,3.7,10.3,7.9,82.9,18.496,100,45.83,rain,0.0,0.0,47.9,25.9,128.9,1025.6,88.7,10.9,14.8,1.2,1,10.0,2022-12-06T07:05:43,2022-12-06T16:28:26,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,KLGA,F8726,KNYC,F1417,72503014732"
New York City,12/7/2022,14.7,13.0,13.9,14.7,13.0,13.9,12.6,91.8,11.217,100,37.5,rain,0.0,0.0,46.0,18.7,208.9,1020.8,94.2,7.7,15.5,1.3,1,10.0,2022-12-07T07:06:38,2022-12-07T16:28:24,0.5,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72505394728,KLGA,F8726,KNYC,F1417,72503014732"
New York City,12/11/2022,4.4,0.8,3.0,1.2,-3.1,-0.7,-0.3,79.4,7.368,100,37.5,"rain,snow",0.5,0.0,33.5,22.2,55.9,1023.0,99.8,12.7,11.8,1.0,1,10.0,2022-12-11T07:10:04,2022-12-11T16:28:36,0.62,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,snow,"72505394728,KLGA,F8726,KNYC,F1417,72503014732"
New York City,12/12/2022,3.4,-1.4,0.9,0.2,-5.3,-2.8,-3.2,75.0,0.52,100,8.33,snow,1.4,0.0,37.1,16.9,5.6,1021.3,70.3,14.4,62.3,5.4,4,10.0,2022-12-12T07:10:52,2022-12-12T16:28:45,0.65,"Snow, Partially cloudy",Partly cloudy throughout the day with early morning snow.,snow,"72505394728,KLGA,F8726,KNYC,F1417,72503014732"
New York City,12/15/2022,5.8,0.7,3.3,2.8,-3.2,-0.3,-0.8,74.8,12.674,100,37.5,rain,0.0,0.0,50.0,24.5,57.3,1020.8,68.6,14.1,12.7,1.0,1,10.0,2022-12-15T07:13:05,2022-12-15T16:29:25,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,KLGA,F8726,KNYC,72503014732"
New York City,12/16/2022,6.8,3.5,5.5,3.8,-0.9,1.6,3.9,89.6,20.424,100,95.83,rain,0.0,0.0,55.4,30.9,37.5,1004.3,100.0,8.2,18.9,1.8,1,10.0,2022-12-16T07:13:46,2022-12-16T16:29:43,0.75,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72505394728,KLGA,F8726,KNYC,F1417,72503014732"
New York City,12/22/2022,7.4,1.6,4.6,4.3,-1.4,1.6,0.9,78.0,5.353,100,41.67,rain,0.0,0.0,44.9,30.1,59.0,1024.8,74.1,14.1,17.4,1.5,1,10.0,2022-12-22T07:17:12,2022-12-22T16:32:16,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,KLGA,F8726,KNYC,F1417,72503014732"
New York City,12/23/2022,14.0,-12.8,3.3,14.0,-22.3,-1.0,-0.9,75.2,27.998,100,50.0,"rain,snow",0.3,0.0,71.8,46.4,222.5,993.0,89.6,11.8,18.3,1.8,1,10.0,2022-12-23T07:17:40,2022-12-23T16:32:49,0.0,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,snow,"72505394728,KLGA,F8726,KNYC,F1417,72503014732"
New York City,12/31/2022,12.7,9.3,10.5,12.7,8.5,10.4,8.6,88.1,6.941,100,41.67,rain,0.0,0.0,18.4,9.8,31.9,1015.6,91.5,7.3,14.1,1.1,1,10.0,2022-12-31T07:20:03,2022-12-31T16:38:20,0.28,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72505394728,KLGA,F8726,KNYC,F1417,72503014732"
New York City,1/1/2023,12.2,10.0,11.1,12.2,8.5,11.0,4.3,64.9,0.365,100,12.5,rain,0.0,0.0,35.3,20.0,281.2,1012.2,33.8,15.4,96.4,8.4,4,10.0,2023-01-01T07:20:12,2023-01-01T16:39:10,0.32,"Rain, Partially cloudy",Becoming cloudy in the afternoon with early morning rain.,rain,"72505394728,KLGA,F8726,KNYC,F1417,72503014732"
New York City,1/2/2023,13.4,8.4,11.3,13.4,7.1,11.0,4.2,62.3,0.44,100,8.33,rain,0.0,0.0,16.6,12.1,265.0,1019.3,55.7,15.5,43.8,3.6,3,10.0,2023-01-02T07:20:17,2023-01-02T16:40:01,0.35,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"72505394728,KLGA,F8726,KNYC,F1417,72503014732"
New York City,1/3/2023,13.0,7.9,10.6,13.0,6.6,10.3,8.7,87.9,9.585,100,29.17,rain,0.0,0.0,22.3,12.5,98.7,1014.4,90.4,8.7,16.2,1.5,1,10.0,2023-01-03T07:20:21,2023-01-03T16:40:53,0.39,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"72505394728,KLGA,KNYC,F1417,72503014732"
New York City,1/4/2023,18.7,9.2,14.4,18.7,7.4,14.2,10.8,79.7,0.459,100,16.67,rain,0.0,0.0,24.1,15.2,190.5,1009.9,67.6,13.3,59.1,5.1,3,10.0,2023-01-04T07:20:22,2023-01-04T16:41:48,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,KLGA,F8726,KNYC,F1417,72503014732"
New York City,1/5/2023,9.4,7.1,8.5,8.8,4.3,7.0,7.1,90.7,0.46,100,12.5,rain,0.0,0.0,14.8,15.2,55.3,1013.4,100.0,9.6,26.9,2.3,1,10.0,2023-01-05T07:20:21,2023-01-05T16:42:43,0.46,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72505394728,KLGA,F8726,KNYC,F1417,72503014732"
New York City,1/6/2023,8.9,4.5,6.8,7.1,1.2,5.0,3.2,78.5,6.76,100,20.83,rain,0.0,0.0,37.1,19.1,323.9,1015.5,93.0,12.4,31.3,2.8,2,10.0,2023-01-06T07:20:18,2023-01-06T16:43:40,0.5,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"72505394728,KLGA,KNYC,F1417,72503014732"
New York City,1/7/2023,6.7,3.0,4.8,4.4,-0.5,1.9,-2.2,60.9,0.0,0,0.0,rain,0.0,0.0,37.1,16.3,287.6,1020.6,43.2,16.0,50.8,4.4,3,10.0,2023-01-07T07:20:12,2023-01-07T16:44:38,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,KNYC,F1417,72503014732"
New York City,1/9/2023,6.7,3.0,4.4,4.2,0.3,2.3,-2.7,61.5,0.129,100,4.17,"rain,snow",0.0,0.0,33.5,18.6,289.0,1014.2,49.1,15.3,97.0,8.2,5,10.0,2023-01-09T07:19:55,2023-01-09T16:46:39,0.59,"Snow, Rain, Partially cloudy",Clearing in the afternoon with early morning snow or rain.,rain,"72505394728,KLGA,KNYC,F1417,72503014732"
New York City,1/12/2023,12.2,2.7,7.0,12.2,-0.5,5.5,4.0,81.6,4.855,100,33.33,rain,0.0,0.1,55.4,21.5,94.7,1017.5,100.0,13.6,16.2,1.5,1,10.0,2023-01-12T07:19:11,2023-01-12T16:49:48,0.69,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72505394728,KLGA,KNYC,F1417,72503014732"
New York City,1/13/2023,13.2,3.9,9.4,13.2,-0.3,8.0,5.2,75.8,4.105,100,16.67,rain,0.0,0.0,59.4,23.5,275.4,1002.2,88.3,14.8,26.6,2.1,2,10.0,2023-01-13T07:18:52,2023-01-13T16:50:53,0.73,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"72505394728,KLGA,KNYC,F1417,72503014732"
New York City,1/14/2023,3.4,0.0,1.2,-0.6,-6.0,-3.7,-5.1,62.9,0.0,0,0.0,"rain,snow",0.0,0.0,66.6,29.5,359.8,1009.5,99.8,14.8,44.1,3.8,2,10.0,2023-01-14T07:18:31,2023-01-14T16:51:59,0.75,Overcast,Cloudy skies throughout the day.,cloudy,"72505394728,KLGA,KNYC,F1417,72503014732"
New York City,1/15/2023,4.8,-1.2,1.2,1.3,-7.2,-3.8,-8.2,50.9,0.0,0,0.0,"rain,snow",0.0,0.0,68.4,35.3,353.7,1015.3,42.4,16.0,111.7,9.7,5,10.0,2023-01-15T07:18:07,2023-01-15T16:53:06,0.79,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72505394728,KLGA,KNYC,F1417,72503014732"
New York City,1/16/2023,8.7,-1.4,2.6,6.6,-7.5,-1.3,-11.8,35.2,0.0,0,0.0,"rain,snow",0.0,0.0,47.9,27.7,321.2,1011.9,30.9,16.0,116.6,10.1,5,10.0,2023-01-16T07:17:42,2023-01-16T16:54:13,0.83,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72505394728,KLGA,F8726,KNYC,F1417,72503014732"
New York City,1/17/2023,8.3,2.2,5.6,8.3,-1.1,4.3,-9.5,33.3,0.0,0,0.0,"rain,snow",0.0,0.0,25.9,15.0,269.5,1005.9,64.4,16.0,49.8,4.3,2,10.0,2023-01-17T07:17:14,2023-01-17T16:55:22,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D9152,72505394728,KLGA,KNYC,F1417,72503014732"
New York City,1/18/2023,11.0,6.6,8.8,11.0,4.1,7.0,0.9,58.5,1.22,100,8.33,rain,0.0,0.0,48.4,30.6,283.2,1008.6,58.8,15.8,73.5,6.4,4,10.0,2023-01-18T07:16:44,2023-01-18T16:56:31,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72505394728,KLGA,F8726,KNYC,F1417,72503014732"
New York City,1/19/2023,7.2,4.4,5.5,6.7,1.3,3.6,1.8,78.5,20.571,100,62.5,rain,0.0,0.0,33.5,15.0,36.0,1012.3,74.3,10.6,10.0,0.6,0,10.0,2023-01-19T07:16:12,2023-01-19T16:57:41,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,KLGA,F8726,KNYC,F1417,72503014732"
New York City,1/20/2023,9.2,4.5,6.8,6.4,3.1,4.6,1.2,69.1,0.08,100,4.17,rain,0.0,0.0,46.4,26.6,280.7,1005.2,88.2,15.7,60.0,5.1,4,10.0,2023-01-20T07:15:38,2023-01-20T16:58:52,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72505394728,KLGA,F8726,KNYC,F1417,72503014732"
New York City,1/21/2023,6.0,2.9,3.9,3.2,-1.2,1.1,-4.1,56.0,0.0,0,0.0,rain,0.0,0.0,35.3,25.3,320.9,1019.4,97.8,16.0,39.7,3.6,2,10.0,2023-01-21T07:15:02,2023-01-21T17:00:03,0.0,Overcast,Cloudy skies throughout the day.,cloudy,"72505394728,KLGA,F8726,KNYC,F1417,72503014732"
New York City,1/22/2023,5.5,2.4,3.7,5.5,-0.6,1.7,-2.9,63.3,9.161,100,29.17,rain,0.0,0.0,22.3,16.3,241.7,1018.7,91.4,13.7,47.0,4.2,3,10.0,2023-01-22T07:14:24,2023-01-22T17:01:15,0.03,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72505394728,KLGA,F8726,KNYC,F1417,72503014732"
