Property Id,Property Name,Year Ending,"NYC Borough, Block and Lot (BBL)",NYC Building Identification Number (BIN),Address 1,City,Postal Code,ENERGY STAR Score,National Median ENERGY STAR Score,Site EUI (kBtu/ft²),Weather Normalized Site EUI (kBtu/ft²),National Median Site EUI (kBtu/ft²),Site Energy Use (kBtu),Weather Normalized Site Energy Use (kBtu),Weather Normalized Site Electricity Intensity (kWh/ft²),Source EUI (kBtu/ft²),Weather Normalized Source EUI (kBtu/ft²),National Median Source EUI (kBtu/ft²),Source Energy Use (kBtu),Weather Normalized Source Energy Use (kBtu),Electricity Use - Grid Purchase (kBtu),Electricity Use - Grid Purchase (kWh),Weather Normalized Site Electricity (kWh),Electricity Use - Grid Purchase and Generated from Onsite Renewable Systems (kWh),Electricity Use - Grid Purchase and Generated from Onsite Renewable Systems (kBtu)
6667546,AKAM - 515 West 23rd Street,12/31/2021,1-00695-7507,1088639,515 West 23rd Street,New York,10011,Not Available,50,63.7,67,59.8,2495438,2624845.4,9.7,125.6,128.3,118.1,4924916.8,5028979.8,1316975.4,385983.4,380655.1,385983.4,1316975.4
6667547,AKAM - 324 Pearl Street,12/31/2021,1-00106-7502,1001364,324 Pearl Street,New York,10038,62,50,82.8,87.4,90.3,3149735.4,3322013.2,6,124.2,127.3,135.4,4721504.2,4839052.5,808161.2,236858.5,226249.9,236858.5,808161.2
6667548,AKAM WVH - 690 Washington Street,12/31/2021,1-00637-0030,1011999;1084971,690 Washington Street,New York,10014,21,50,49.4,51.3,40.4,1877409.2,1949651.7,15,138.4,143.7,113.2,5256745.7,5459024.8,1877409.2,550237.1,571410.2,550237.2,1877409.3
6667549,AKAM - 424 East 57th Street,12/31/2021,1-01368-0039,1040473,424 East 57th Street,New York,10022,69,50,76.1,83.4,87,2258105.7,2473400.2,4.1,104.3,112,119.3,3095629.4,3321688.7,414067.7,121356.3,121356.3,121356.3,414067.7
6667551,zzzzAKAM - 13-34 Estates Lane (HOA),12/31/2021,4-05843-0020,4130109;4523563,13-34 Estates Lane (HOA),Queens,11360,Not Available,50,82.6,Not Available,66.5,3337365.3,Not Available,8.3,136.2,Not Available,109.6,5501738.1,Not Available,1141431.1,334534.3,334534.3,334534.3,1141431
6668856,AKAM - 105 Madison Avenue,12/31/2021,1-00859-0064,1016939,105 Madison Avenue,New York,10016,89,50,42.1,44.5,84.7,9903969,10444826,8.5,94.6,96.9,190.2,22229265.8,22775531.4,6830294.9,2001844.7,2001844.7,2001845,6830295.1
6668866,AKAM - 220 East 106th Street,12/31/2021,1-01655-0038,1052428,220 East 106th Street,New York,10029,69,50,63.2,73.5,77.8,2000639.7,2324796.1,3.8,87.8,97.3,108,2777127.8,3077442.4,421621.4,123570.1,119135.7,123570.2,421621.5
6668868,AKAM - 40 Charlton Street,12/31/2021,1-00506-0012,1007827,40 Charlton Street,New York,10014,23,50,80.1,86.6,60.9,4004126.3,4329336.3,9.7,142.1,148.9,108,7099525.4,7440995.9,1654395.9,484875.6,484875.6,484875.7,1654395.9
6669102,AKAM - 205 East 59th Street,12/31/2021,1-01414-7502,1087103,205 East 59th Street,New York,10022,9,50,90.9,96,62.9,10717619.8,11320595.6,13.5,176,181.4,121.8,20760978.5,21394103.2,5432844.4,1592275.4,1592275.4,1592276,5432845.7
6694543,AKAM - 7 Gramercy Park,12/31/2021,1-00876-7501,1017964,7 Gramercy Park,New York,10003,56,50,74.4,79.9,78.1,3182986.8,3421350.6,6.6,126.7,132,133.1,5423202.3,5650928.6,1000083.5,293107.7,282289.4,293107.7,1000083.5
6811974,AKAM - 1-5 Bond Street,12/31/2021,1-00529-7504,1008423,1-5 Bond Street,New York,10012,Not Available,50,85.1,89.7,63.6,4337906.4,4577195.5,11.5,157.9,162.8,118.1,8052967.4,8304221,1998951.9,585859.2,585859.2,585859.3,1998951.9
6811976,AKAM - 447-453 West 18 Street,12/31/2021,1-00716-7503,1087721,447-453 West 18 Street,New York,10011,53,50,55.9,57.7,57.2,3955326.4,4085253.5,9.3,114.2,116.1,117,8083733.9,8220157.3,2246080.6,658288.5,658288.5,658288.6,2246080.7
6811983,AKAM - 333-353 West 56th Street,12/31/2021,1-01047-7501,1083734;1087148,333-353 West 56th Street,New York,10019,77,50,76.3,80.1,97.6,48169960.2,50550325.9,4.9,109.8,113.4,140.5,69340077.5,71583318.3,10720925.3,3142123.1,3099225.2,3142123,10720923.7
11244375,AKAM - 22 North 6th Street,12/31/2021,3-02332-7502,3397446,22 North 6th Street,Brooklyn,11249,52,50,66.4,67.2,67.3,24709912.1,25019624.3,9.9,129.8,129.9,131.7,48323203.1,48349041.6,12787311.6,3747746.2,3697610.7,3747747,12787312.8
11388138,AKAM - 334 West 87th Street,12/31/2021,1-01248-0049,1033951,334 West 87th Street,New York,10024,66,50,84,92.1,94.1,3768878.9,4133463.5,3,103.4,111.1,115.9,4641316.7,4987789.7,463931.5,135970.5,132394.7,135970.5,463931.3
11539543,AKAM - 21-05 33rd Street,12/31/2021,4-00830-7501,4422356;4442358;4442360;4442354;4442355;4442352;4442353;4442351;4442359;4442361;4442362;4442364;4311899;4442350;4442357;4442363,21-05 33rd Street,Astoria,11105,83,50,87,94.3,113.1,37811722.4,40975495.6,4.6,117.9,124.1,153.2,51223676.9,53900779.9,7090061.8,2077978,1993113.6,2077978,7090060.9
11861638,AKAM - 176 Broadway,12/31/2021,1-00065-0017,1001100,176 Broadway,New York,10038,60,50,54.6,57.7,58.6,9187959.7,9708705,7,100.1,102.5,107.3,16832002.3,17234795.8,4105511.2,1203256.4,1179141.6,1203257,4105512.9
11878478,AKAM - 630 First Avenue,12/31/2021,1-00968-7501,1022060,630 First Avenue,New York,10016,75,50,58.4,60.4,70.3,32118312.7,33236427.4,5.7,102.2,103.2,123.1,56202210.6,56764865.3,11102556.2,3253972.7,3110366.8,3253973,11102555.9
11878479,AKAM - 5-33 48th Avenue,12/31/2021,4-00030-7503,4000091,5-33 48th Avenue,Queens,11101,98,50,22.6,23,40.6,1663528,1691269.6,6.7,63.1,64.1,113.4,4645289.8,4722966.3,1656334.5,485443.8,493574.4,485443.9,1656334.6
11878617,AKAM - 165-215 Park Row,12/31/2021,1-00117-0001,1077406;1077407,165-215 Park Row,New York,10038,62,50,76.5,81.9,83.2,38904235.3,41652374.5,4.1,114.2,119.8,124.3,58079739.5,60924574.3,7367884.7,2159403.2,2074744.7,2159404,7367886.4
11878619,AKAM - 211 West 71st Street,12/31/2021,1-01163-7501,1030444,211 West 71st Street,New York,10023,71,50,65.7,70.8,76.1,4066492.8,4383747.8,5.8,103.7,109.1,120.1,6420844.1,6753961.8,1229158.1,360245.6,360245.6,360245.6,1229158
11878620,AKAM - 405 East 73rd Street,12/31/2021,1-01468-0005,1076319,405 East 73rd Street,New York,10021,50,50,115.7,115,116.3,9275434.9,9214899.8,13,200.1,198,201.1,16044156.6,15874658.3,3602828.5,1055928.5,1038186.7,1055929,3602829.7
11878621,AKAM - 230 Central Park West,12/31/2021,1-01197-0029,1031232,230 Central Park West,New York,10024,77,50,68.9,73.3,84.5,10773412,11453888.5,5.7,107.4,111,131.7,16794384.5,17360233.4,3132743.9,918154.6,893259.1,918154.7,3132743.8
11878623,AKAM - 114 East 90th Street,12/31/2021,1-01518-0061,1048134,114 East 90th Street,New York,10128,65,50,75.2,80.6,83.3,4136125.9,4431818.2,4.7,108,112.9,119.7,5940976,6210955.8,913167.8,267634.2,260851.9,267634.2,913167.9
11878624,AKAM - 151 Wooster Street,12/31/2021,1-00515-7502,1008013,151 Wooster Street,New York,10012,Not Available,50,66.7,67.3,61,3497884,3530412.1,10.1,129,130.7,118.1,6766893,6857971.6,1768065.6,518190.3,527723.8,518190.4,1768065.6
11878625,AKAM - 432 West 52nd Street,12/31/2021,1-01061-7501,1026728,432 West 52nd Street,New York,10019,70,50,53.2,55,61.4,3133457.1,3239281,8.1,104.3,106.2,120.2,6137685.4,6248800.5,1627174.5,476897.5,476897.5,476897.6,1627174.6
11878626,AKAM - 57 West 38th Street,12/31/2021,1-00840-7501,1016020,57 West 38th Street,New York,10018,80,50,62.9,68.1,101.8,4171093.8,4515048,7.8,112.7,116.7,182.2,7467904.4,7735605.1,1818469,532962.7,519913.4,532962.8,1818469.1
11985439,AKAM - 25-21 43rd Avenue,12/31/2021,4-00430-7501,4617481,25-21 43rd Avenue,Queens,11101,94,50,49.3,51.5,75,4920455.8,5132621.2,4,76.7,78.1,116.7,7650115.5,7788961.9,1419221.1,415949.9,401894,415949.9,1419221.1
15568342,AKAM - 416 East 80th Street,12/31/2021,1-01559-0005,1081271;1081273;1081274;1811675;1081272,416 East 80th Street,New York,10075,100,50,12.8,12.8,44.8,896161.7,896161.7,3.6,35.2,35.2,123.3,2466007.2,2466007.2,871449.9,255407.3,255407.3,255407.4,871450
15568357,AKAM - 93 Worth Street,12/31/2021,1-00173-7504,1001883,93 Worth Street,New York,10013,40,50,61.9,65.8,58.1,11001288.8,11703719.8,9,118.7,122.9,111.5,21117186.8,21854739.4,5466190.6,1602048.6,1602048.6,1602049,5466191.2
15568358,AKAM - 530 Grand Street & 550 Grand Street,12/31/2021,1-00331-0120,1076783;1076784,530 Grand Street & 550 Grand Street,New York,10002,48,50,119.3,130.7,118,67319888.8,73720664.6,Not Available,125.2,137.2,123.8,70640034.1,77360848.7,Not Available,Not Available,Not Available,Not Available,Not Available
15568359,AKAM WVH - 352 West 11th Street,12/31/2021,1-00637-0066,1078328;1078329;1078330;1078331;1078332,352 West 11th Street,New York,10014,94,50,33.5,35.2,51.3,2003668.7,2106509.8,10.3,93.8,98.6,143.7,5610272.2,5898227.3,2003668.7,587241.6,617382.6,587241.7,2003668.7
15568360,AKAM - 223-231 West 21st Street,12/31/2021,1-00771-0023,1076137;1084990,231 West 21st Street,New York,10011,95,50,67.3,72.8,106.4,3138249.2,3396111.8,3.3,88.5,93.8,139.8,4123679.8,4370642.2,530623,155516.7,153309.7,155516.7,530623
15568361,zzzzAKAM - 33 East 22nd Street,12/31/2021,1-00851-0028,1016284,33 East 22nd Street,New York,10010,90,50,69.2,74.5,98.7,2242441.7,2415150.6,3.8,94,98.5,134.1,3047484,3194286.9,431383.6,126431.3,122041.8,126431.3,431383.6
15568362,zzzzAKAM - 464 West 44th Street,12/31/2021,1-01053-7503,1087703,464 West 44th Street,New York,10036,13,50,100.4,104.1,73.8,6887979.3,7139200.3,11,171.8,175,126.2,11780763.9,12000700.6,2599077.5,761745.9,754402.9,761746,2599077.4
15568363,AKAM - 110 West 94th Street,12/31/2021,1-01224-0038,1032539,110 West 94th Street,New York,10025,87,50,70.4,70.4,96,3729882.3,3729882.3,2.8,88,88,120,4663488.2,4663488.2,498789.8,146186.9,146186.9,146186.9,498789.7
15568364,AKAM - 77 West 55th Street,12/31/2021,1-01271-7501,1034856,77 West 55th Street,New York,10019,18,50,89.4,89.3,71.6,16087567.4,16069745.3,8.6,154.8,154,124,27868838.6,27723232.3,5347385.3,1567228.8,1544441.2,1567229,5347385.3
15568365,AKAM - 220 East 54th Street,12/31/2021,1-01327-0037,1038567,220 East 54th Street,New York,10022,74,50,76.4,81,91.2,8787352.1,9316920.9,5.3,113.1,116.9,134.9,13005668.3,13442569.8,2159399.1,632883.6,612929.6,632883.7,2159399.2
15568366,AKAM - 2790 Broadway,12/31/2021,1-01879-0062,1079476,2790 Broadway,New York,10025,48,50,118.4,125.3,117.2,4420271.5,4679991.2,7,164.7,170.6,163,6149077.8,6369376.1,919931.2,269616.4,262736.5,269616.4,919931.2
15568368,AKAM - 130 Bradhurst Avenue,12/31/2021,1-02045-7503,1087741,130 Bradhurst Avenue,New York,10039,87,50,58.3,61.1,79.7,11181833.4,11732643.9,4.3,87.7,90.1,120,16833647.5,17296854.8,2910127.1,852909.4,833625.5,852909.5,2910127.2
15568369,AKAM - 579 West 215th Street,12/31/2021,1-02250-0084,1065087,579 West 215th Street,New York,10034,62,50,86.7,93.3,94.5,6775813.9,7291711.3,3.3,111.8,117.5,121.8,8732630.1,9183342.8,924586,270980.6,255743.7,270980.7,924586.1
15568370,AKAM - 2400 Johnson Avenue,12/31/2021,2-05716-0362,2083244,2400 Johnson Avenue,Bronx,10463,41,50,99.7,108.6,94.8,14156935.8,15414125.1,4.4,132.4,140.5,125.9,18794208.7,19947884.9,2245386.3,658085,630221.6,658085.1,2245386.4
15568371,AKAM - 3750 Hudson Manor Terrace,12/31/2021,2-05919-0448,2091925,3750 Hudson Manor Terrace,Bronx,10463,81,50,67.2,71.7,84.9,11016912.1,11751217.6,3.6,92.7,96.6,117,15192748.2,15830490.4,2071423.1,607099.3,584778.3,607099.4,2071423.2
15568372,AKAM - 3850 Hudson Manor Terrace,12/31/2021,2-05919-0460,2091927,3850 Hudson Manor Terrace,Bronx,10463,84,50,65.6,70.1,85.5,11675426,12484365.8,3.5,90.5,94.5,118.1,16115217.9,16817831.8,2203440.3,645791.3,621210.4,645791.4,2203440.3
15568373,AKAM - 85 Livingston Street,12/31/2021,3-00266-0012,3002556,85 Livingston Street,Brooklyn,11201,74,50,70.1,74.1,83.2,16068717.3,16969662.7,6.1,111,114.3,131.8,25439657.5,26191623,4895716.8,1434852.3,1402357.4,1434853,4895718.4
15568374,AKAM - 46-20 11th Street,12/31/2021,4-00048-7501,4435521,46-20 11th Street,Queens,11101,96,50,43.4,45.4,70.7,2783196.2,2911043.1,6.7,84.5,87.3,137.6,5419288.8,5604640.1,1426818.8,418176.6,426736.6,418176.7,1426818.9
15568375,AKAM - 24-16 Queens Plaza South,12/31/2021,4-00424-7501,4005063,24-16 Queens Plaza South,Queens,11101,74,50,37.2,38.9,44.3,4114379.8,4305573,11.2,102.9,107.7,122.5,11379485.2,11914825.9,4033935.1,1182278.6,1238314.1,1182279,4033935.9
15568376,AKAM - 25-40 Shore Boulevard,12/31/2021,4-00905-7501,4438544,25-40 Shore Boulevard,Queens,11102,89,50,31.9,33.3,44.3,12875082.2,13436757.3,9.8,89.3,93.2,124,36050230.2,37622920.5,12875082.2,3773470.3,3938087.8,3773471,12875083.1
15568427,AKAM - 500 Grand Street,12/31/2021,1-00331-0065,1004065,500 Grand Street,New York,10002,37,50,53,53,48.8,15920286.7,15920286.7,13.5,136.2,136.2,125.5,40909460.3,40909460.3,13824662.5,4051776.3,4051776.3,4051777,13824663.1
15568428,AKAM - 15 Jones Street,12/31/2021,1-00590-0079,1010170,15 Jones Street,New York,10014,99,50,50.6,53.4,93.5,1989659.7,2101338.4,3.1,72.2,74.4,133.4,2838938.3,2924755,428454.6,125572.9,120306.4,125572.9,428454.7
15568429,AKAM WVH - 634 Washington Street,12/31/2021,1-00604-0014,1078106;1078108;1078107;1078109,634 Washington Street,New York,10014,72,50,36.1,38.4,42.4,1717436.9,1823240.5,11.2,101.2,107.4,118.8,4808823.3,5105073.4,1717436.9,503351.9,534361.2,503352,1717437
15568431,AKAM - 352 West 117th Street,12/31/2021,1-01943-7501,1059036,352 West 117th Street,New York,10026,74,50,68.4,72.6,81.2,3106916.8,3298176,4.7,100.1,104.5,118.8,4547692.4,4748812.3,734531.3,215278.8,215328.6,215278.8,734531.3
15568432,AKAM - 51 Jay Street,12/31/2021,3-00031-7504,3000036,51 Jay Street,Brooklyn,11201,79,50,47.3,49.1,59.1,6935698.5,7202318,8.3,98.2,101.2,122.6,14401655.6,14827899.1,4068098.4,1192291.3,1216791.9,1192291,4068096.9
15568433,AKAM - 45 Plaza Street West,12/31/2021,3-01064-0021,3024626,45 Plaza Street West,Brooklyn,11217,82,50,68.9,74.4,88.6,3183299.2,3439306.7,3.3,92.4,97.7,118.8,4269088,4513062.8,529499.3,155187.4,151028.4,155187.4,529499.4
15568435,zzzzAKAM - 45-16 83rd Street,12/31/2021,4-01536-7503,4576571;4616443;4619985,45-16 83rd Street,Queens,11373,77,50,39.3,39.7,48.1,8590315.6,8668031.9,9.1,95.6,96,116.9,20890633.7,20972235.8,6783315.6,1988075.8,1988075.8,1988076,6783315.3
19481752,AKAM - 759 President Street,12/31/2021,3-00957-0062,3324959,759 President Street,Brooklyn,11215,5,50,116,126,77.1,3364737.7,3653019.9,6.5,160.7,171.1,106.7,4659340.2,4962036.6,643637.5,188639.3,188639.3,188639.4,643637.6
20412420,AKAM - 1655 Flatbush Avenue,12/31/2021,3-07579-0010,3206459,1655 Flatbush Avenue,Brooklyn,11210,31,50,100.5,104.7,88.9,72711497.3,75756814.7,3.8,128.4,132.4,113.6,92904175.9,95813971.2,9461202.1,2772919.4,2724721.8,2772920,9461203
20775919,AKAM - 252 West 85th Street,12/31/2021,1-01232-0057,1033123,252 West 85th Street,New York,10024,86,50,64.4,69.9,85.9,4188429.7,4544164.4,3,85.9,91.3,114.7,5589234.3,5937006,680790.4,199528.2,195215.7,199528.2,680790.2
20982665,AKAM - 1701 Albemarle Road,12/31/2021,3-05097-0120,3117085,1701 Albemarle Road,Brooklyn,11226,74,50,65.9,70.1,78.6,7040939.7,7485556.1,4.2,94.9,98.6,113.1,10136881.9,10528743.9,1567940.1,459536.9,446978.7,459537,1567940.2
20982677,AKAM - 40 West 72 Street,12/31/2021,1-01124-7501,1028630,40 West 72 Street,New York,10023,99,50,27.8,27.9,53.8,3412376.4,3432051.5,6.3,67.3,66.7,130.4,8273998.2,8200653.7,2680573.2,785631,769887.6,785631.1,2680573.3
21294024,AKAM - 61-15 - 61-35 98th Street,12/31/2021,4-02093-0001,4431959;4431961;4431962,61-15 - 61-35 98th Street,Queens,11374,100,50,14.1,13.6,39.3,8218051.4,7884628.8,4,39.6,38,110.1,23010543.8,22076960.5,8218051.4,2408572.8,2310852.2,2408573,8218051.1
21294025,AKAM - 61-45 - 61-55 98th Street,12/31/2021,4-02093-0245,4431966;4431965,61-45 - 61-55 98th Street,Queens,11374,23,50,129,147,107.5,49957942.9,56932155.6,4.5,163,181.2,135.8,63099240.8,70169599.9,6081943.3,1782515.4,1740216.9,1782516,6081944.6
21294026,AKAM - 5900 Arlington Avenue,12/31/2021,2-05953-0240,2086321,5900 Arlington Avenue,Bronx,10471,50,50,94.8,102.6,94.9,40619018.8,43924430.5,4.5,127.1,134.7,127.2,54456081.4,57705681.7,6746349.5,1977241.7,1940215.8,1977242,6746349.7
21294027,AKAM - 5700 Arlington Avenue,12/31/2021,2-05953-0038,2086319,5700 Arlington Avenue,Bronx,10471,64,50,88.5,94.5,97.7,37618893.7,40164240.6,3.6,115.6,120.8,127.6,49130318.9,51345972,5503131.7,1612875.5,1536345.4,1612876,5503132.9
21294028,AKAM - 5800 Arlington Avenue,12/31/2021,2-05953-0230,2086320,5800 Arlington Avenue,Bronx,10471,69,50,85.8,Not Available,98.2,36056224.6,Not Available,3.5,112.2,Not Available,128.3,47137305.1,Not Available,5301868.2,1553888.5,1479828.8,1553889,5301869.3
21294030,AKAM - 3671 Hudson Manor Terrace,12/31/2021,2-05920-0653,2085874,3671 Hudson Manor Terrace,Bronx,10463,22,50,101,100.6,83.5,21888117.3,21800289.4,5.7,140.7,139.6,116.3,30495194.8,30249276.8,4292955.2,1258193.1,1232452.2,1258193,4292954.5
21294031,AKAM - 455 Central Park West,12/31/2021,1-01841-7503,1081578,455 Central Park West,New York,10025,10,50,85.2,89.3,62.5,18272457.7,19143887.5,10.2,152,154.9,111.5,32589319.5,33200721.1,7658993.7,2244722.4,2193876.7,2244723,7658994.9
21294032,AKAM - 62-54 97th Place,12/31/2021,4-02082-7501,4307724,62-54 97th Place,Queens,11374,74,50,65.6,Not Available,79.8,15830955.7,Not Available,5.9,105.7,Not Available,128.6,25504526.4,Not Available,5080179.4,1488915.2,1433621.5,1488915,5080178
21294033,AKAM - 165 East 32nd Street,12/31/2021,1-00888-0037,1018480,165 East 32nd Street,New York,11226,85,50,49.3,Not Available,66.3,6596171.9,Not Available,6.4,94.9,Not Available,127.6,12698995.4,Not Available,3017526.4,884386.3,852121.6,884386.4,3017526.4
21294034,AKAM - 148 West 23rd Street,12/31/2021,1-00798-0071,1014811,148 West 23rd Street,New York,10011,86,50,51.3,54.1,68.8,6513256.4,6864496.6,5.3,86.3,88.7,115.8,10963869.7,11259696.3,2357114.6,690830.7,678609,690830.8,2357114.7
21294035,AKAM - 127-131 West 96th Street,12/31/2021,1-01851-0012,1055893,127-131 West 96th Street,New York,10025,92,50,61.5,66.1,90.4,7490139.4,8048495.5,4.2,88.6,92.6,130.2,10785367,11275619.1,1795233.5,526152.8,514059.8,526152.8,1795233.4
21294036,AKAM - 330 Wythe Avenue,12/31/2021,3-02403-7501,3062888,330 Wythe Avenue,Brooklyn,11249,85,50,34,34.6,45.9,5103713.3,5192062,7.1,77.4,78.5,104.5,11614297.2,11779178.5,3574513.3,1047629.8,1059707.4,1047630,3574513.6
21294037,AKAM - 811 Cortelyou Road,12/31/2021,3-05377-0043,3126291,811 Cortelyou Road,Brooklyn,11218,94,50,60.2,65.9,92.1,5779066.6,6327161.2,2.5,78.4,84,119.9,7526411.2,8064638.8,833366.4,244245.7,238003.6,244245.7,833366.3
21294038,AKAM - 159 West 25th Street,12/31/2021,1-00801-0008,1015001,159 West 25th Street,New York,10001,99,50,17.8,18,65,1532456.6,1544938.7,5.3,49.9,50.3,181.8,4288911.8,4323598.5,1531332.8,448807.9,452422.1,448808,1531332.9
21294039,AKAM - 35-63 88th Street / 35-64 89th Street,12/31/2021,4-01462-7501,4449242;4449241,35-63 88th Street / 35-64 89th Street,Queens,11372,41,50,100.4,109,94.3,9369216.2,10170560.6,6.4,144.3,152.6,135.5,13462305.6,14233668.9,2071216.4,607038.7,595307.3,607038.8,2071216.4
21294040,AKAM - 5 Court Square,12/31/2021,4-00081-7501,4619672,5 Court Square,Queens,11101,52,50,50.1,51.1,50.8,4182730.2,4266061,9.7,110.5,111.2,112.1,9232713.1,9293668.8,2766197.9,810726.1,806281.1,810726.2,2766197.8
21294041,AKAM - 21 West 46 Street,12/31/2021,1-01262-0024,1034326,21 West 46 Street,New York,10036,91,50,41.2,43,88.2,3087699,3223366.3,6.2,82.2,82.3,176.1,6164675.6,6173854.9,1670052.4,489464.3,467144.5,489464.4,1670052.5
21294043,AKAM - 46 West 83rd Street,12/31/2021,1-01196-0052,1031196,46 West 83rd Street,New York,10024,91,50,64.6,69.6,93.3,3681737.2,3963160.3,4,90.5,94.6,130.6,5151678.3,5386479.7,798820,234120.7,226026.4,234120.8,798820.2
21294044,AKAM - 28-30 West 38th Street,12/31/2021,1-00839-0063,1015975,28-30 West 38th Street,New York,10018,78,50,75.3,83.8,92.5,4205320.8,4682224.7,1.1,86,94.8,105.7,4806707.7,5297966.5,223497.6,65503.4,63914,65503.4,223497.6
21294045,AKAM - 212 East 48th Street,12/31/2021,1-01321-0042,1037995,212 East 48th Street,New York,10017,66,50,76.4,83.1,85.4,3939959,4284412.7,4.1,105.5,111.8,118,5443578.6,5765760.9,746641,218827.9,212213.6,218827.9,746640.8
21294047,AKAM - 305 West 150th Street,12/31/2021,1-02046-7501,1060853,305 West 150th Street,New York,10039,70,50,82.3,88.8,95,5261332,5678499.5,4.4,112.7,119.5,130.1,7206618.9,7644644.7,961268.7,281731.7,281731.7,281731.7,961268.6
21294048,AKAM - 233 Pacific Street,12/31/2021,3-00278-7502,3414135,233 Pacific Street,Brooklyn,11201,99,50,21.7,21.3,41.4,997426.6,979361.7,6.2,60.7,59.6,115.8,2792794.5,2742212.9,997426.6,292329,287034.5,292329,997426.5
21294049,AKAM - 108 East 91st Street,12/31/2021,1-01519-0067,1048283,108 East 91st Street,New York,11212,81,50,69.4,73.6,88.2,2886216.8,3059847,3.1,92,96,117,3827629.9,3995180.8,455487,133495.6,131023.5,133495.6,455487
21294053,AKAM - 101 West 14th Street,12/31/2021,1-00790-0032,1014526,101 West 14th Street,New York,10011,99,50,25.2,Not Available,46.7,2047200,Not Available,Not Available,70.6,Not Available,130.8,5732159.9,Not Available,2047200,599999.9,Not Available,600000,2047200
21294054,AKAM - 2100 Bedford Avenue,12/31/2021,3-05083-7503,3421831,2100 Bedford Avenue,Brooklyn,11226,91,50,34.5,36.4,49.9,3094967.7,3258516.5,7.4,79.2,82.3,114.5,7100184.4,7378063.6,2200267.6,644861.5,662639.6,644861.6,2200267.8
21294055,AKAM - 22 West 26th Street,12/31/2021,1-00827-0060,1015627,22 West 26th Street,New York,10010,35,50,60.6,63,55,2952701.5,3066255.7,11,129.6,131.5,117.6,6309466.6,6403974,1833788.6,537452.6,533311.9,537452.7,1833788.6
21294056,AKAM - 250 West 88th Street,12/31/2021,1-01235-7501,1033227,250 West 88th Street,New York,10024,48,50,80.3,85.2,79.4,5302470.5,5623666.4,7.6,130.6,134.8,129.1,8623476.5,8897050.1,1746218.6,511787.3,501122.1,511787.4,1746218.6
21294057,AKAM - 381 Lenox Avenue,12/31/2021,1-01914-7502,1089104,381 Lenox Avenue,New York,10027,Not Available,50,75.2,78,62.2,2991750.5,3099688.4,10.7,142.9,145.7,118.1,5683536.6,5794673.8,1452684.9,425757.5,425389.5,425757.6,1452684.9
21294058,AKAM - 435 East 65th Street,12/31/2021,1-01460-0017,1045397,435 East 65th Street,New York,10065,85,50,59.5,Not Available,79.3,6418044.8,Not Available,4.5,96.5,Not Available,128.4,10397770,Not Available,1697261.6,497438.9,482165.6,497438.9,1697261.5
21294059,AKAM - 100 West 89th Street,12/31/2021,1-01219-7501,1032320,100 West 89th Street,New York,10024,62,50,81,86.2,88.9,12805927.5,13627623.7,7.9,134.1,137.8,147.2,21196837.9,21789510.1,4428922.3,1298042.7,1252806,1298043,4428922.7
21294060,AKAM - 805 Washington Avenue,12/31/2021,3-01180-7503,3029645,805 Washington Avenue,Brooklyn,11238,99,50,21,21.4,40,1476578.9,1503776.8,6.3,58.7,59.8,111.9,4134421,4210575.1,1476578.9,432760.5,440731.7,432760.5,1476578.8
21294061,AKAM - 312 East 30th Street,12/31/2021,1-00935-0053,1069566,312 East 30th Street,New York,10016,19,50,100.9,104.4,80,4826521.9,4991831.7,12.8,185.3,185.9,146.8,8861977.8,8891995,2168074.2,635426.1,611383.6,635426.2,2168074.2
21294062,AKAM - 1704 Ocean Avenue,12/31/2021,3-06739-0047,3425903,1704 Ocean Avenue,Brooklyn,11230,100,50,20.4,20.4,44.4,1219658.1,1220899.9,6,57.1,57.1,124.3,3415042.7,3418519.7,1219658.1,357461.3,357825.3,357461.3,1219658
21295171,AKAM - Campus - Hillman Housing,12/31/2021,1-00331-0120;1-00331-0065,1076783;1076784;1004065,500 Grand Street & 530 Grand Street & 550 Grand Street,New York,10002,44,50,96.3,96.3,92.8,83240175.5,83240175.5,4.7,129,129,124.4,111549494.5,111549494.5,13824662.5,4051776.3,4051776.3,4051777,13824663.1
21311497,AKAM - Campus - TV3,12/31/2021,3-07274-0060;3-07274-0015;3-07274-0001,3196586;3196581;3196580,2915 West 5th Street / 440 Neptune Avenue,Brooklyn,11224,71,50,78.1,84.2,90.7,136039226.2,146581173.8,3.9,106.8,111.7,123.9,185954870,194502366.9,24636390,7220512,6798212.9,7220513,24636390.4
21323618,AKAM - Campus - Park City Estates,12/31/2021,4-02093-0001;4-02093-0245,4431959;4431961;4431962;4431966;4431965,61-15 - 61-55 98th Street,Queens,11374,87,50,60.1,66.9,81.3,58175994.3,64777668.2,4.2,89,95.2,120.4,86109784.6,92137035.4,14299994.6,4191088.2,4039604.9,4191089,14299995.7
21950614,AKAM - 315 7th Avenue,12/31/2021,1-00803-7501,1015096,315 7th Avenue,New York,10001,82,50,70.5,75.6,91.5,7373500,7908462.6,5.5,107.1,112.3,139,11206264.7,11743718.6,1979479.8,580152.3,576089.8,580152.4,1979480
