Property Id,Property Name,Year Ending,"NYC Borough, Block and Lot (BBL)",NYC Building Identification Number (BIN),Address 1,City,Postal Code,ENERGY STAR Score,National Median ENERGY STAR Score,Site EUI (kBtu/ft²),Weather Normalized Site EUI (kBtu/ft²),National Median Site EUI (kBtu/ft²),Site Energy Use (kBtu),Weather Normalized Site Energy Use (kBtu),Weather Normalized Site Electricity Intensity (kWh/ft²),Source EUI (kBtu/ft²),Weather Normalized Source EUI (kBtu/ft²),National Median Source EUI (kBtu/ft²),Source Energy Use (kBtu),Weather Normalized Source Energy Use (kBtu),Electricity Use - Grid Purchase (kBtu),Electricity Use - Grid Purchase (kWh),Weather Normalized Site Electricity (kWh),Electricity Use - Grid Purchase and Generated from Onsite Renewable Systems (kWh),Electricity Use - Grid Purchase and Generated from Onsite Renewable Systems (kBtu)
10894151,Progressive - 148-19 90th Avenue,12/31/2021,4-09681-0091,4617758,148-19 90th Avenue,Queens,11435,87,50,56.7,58.3,77,3766345.6,3873492.8,5.4,92,93.4,125.1,6117392.8,6209969.5,1235845.7,362205.6,358868.1,362205.6,1235845.5
10894152,Progressive - 249 Beach 15th Street,12/31/2021,4-15629-0062,4299259,249 Beach 15th Street,Queens,11691,76,50,80.1,80.1,96.8,11417887.7,11417887.7,3.8,106.8,106.8,129,15212788.2,15212788.2,1842289.2,539944,539944,539944.1,1842289.3
10894153,Progressive - 55 Bowen Street,12/31/2021,5-02877-0025,5043324,55 Bowen Street,Staten Island,10304,50,50,100.3,104.6,100.7,15555012.2,16232582.2,5.2,137.8,141,138.4,21381009.4,21875480.3,2884712.3,845460.7,809122.1,845460.8,2884712.2
10894154,Progressive - 195 Steuben Street,12/31/2021,5-02893-0001,5043578,195 Steuben Street,Staten Island,10304,81,50,64,66.5,81.1,9198693.3,9566339.3,4,93.8,93.5,118.9,13486216.4,13444440.8,2187193.4,641029.6,569382.7,641029.7,2187193.3
10894155,Progressive - 231 Steuben Street,12/31/2021,5-02894-0001,5043579,231 Steuben Street,Staten Island,10304,74,50,62.2,64.8,73.9,8940459.9,9323549.8,5.4,100,100.3,118.9,14380512.4,14420035.9,2853159.7,836213.2,775466.1,836213.3,2853159.8
10894156,Progressive - 1140 Clay Avenue,12/31/2021,2-02426-0012,2002070,1140 Clay Avenue,Bronx,10456,41,50,105.6,104.3,100,4445269.1,4392885.4,7.7,159.1,155.6,150.7,6698468.2,6551793.9,1160534.7,340133.2,324780.4,340133.3,1160534.8
10894157,Progressive - 986 Morris Avenue,12/31/2021,2-02432-0005,2002179,986 Morris Avenue,Bronx,10456,52,50,92.9,99.5,94.5,3169485.8,3395715.4,5.1,129.2,134.7,131.4,4408597.1,4596575.1,617506.9,180980.9,172680.3,180980.9,617506.8
10894158,Progressive - 1055 Findlay Avenue,12/31/2021,2-02433-0023,2002218,1055 Findlay Avenue,Bronx,10456,32,50,110.3,109.7,98.2,5348600.2,5316311.5,4.4,143,141.1,127.3,6932606.8,6842198.5,752329.5,220495.1,211031.9,220495.2,752329.6
10894159,Progressive - 256 East 169th Street,12/31/2021,2-02450-0029,2002615,256 East 169th Street,Bronx,10456,55,50,93.4,98.1,96.5,2479154.5,2604880.8,5.7,133.6,137.1,138.1,3546186.6,3638700.1,538899.6,157942.4,151327.3,157942.4,538899.5
10894160,Progressive - 266 East 169th Street,12/31/2021,2-02450-0031,2002616,266 East 169th Street,Bronx,10456,41,50,97.4,103.4,91.9,2703090,2870669.5,7.2,146.5,151.8,138.2,4065848.1,4211932.9,701487.8,205594.3,200591.2,205594.3,701487.8
10894161,Progressive - 210 East 166th Street,12/31/2021,2-02456-0051,2002737,210 East 166th Street,Bronx,10456,23,50,115.6,121.9,96.3,4503871.1,4748834,4.8,150.9,156.4,125.7,5879368.7,6095816.6,657316.6,192648.4,185821.6,192648.5,657316.7
10894162,Progressive - 1279 Sheridan Avenue,12/31/2021,2-02457-0050,2002776,1279 Sheridan Avenue,Bronx,10456,86,50,59.3,59.1,79.4,1826845.9,1820597.6,4.9,91.6,91,122.6,2821350,2803854.5,516092.4,151258,149426.7,151258,516092.3
10894163,Progressive - 1295 Morris Avenue,12/31/2021,2-02816-0070,2007805,1295 Morris Avenue,Bronx,10456,11,50,139.3,149.6,103.5,4855234.6,5215847.3,6.4,185.6,195.4,137.9,6471127.3,6812523.9,784646.3,229966.6,223728.7,229966.7,784646.4
10894164,Progressive - 1101 Forbell Street,12/31/2021,3-04571-0001,3350152,1101 Forbell Street,Brooklyn,11208,54,50,72.8,75.6,74.8,2750452.6,2853919.9,6,112.2,114.9,115.2,4235917.2,4339787,770252.6,225748.1,224949.1,225748.1,770252.5
10894165,Progressive - 922 Forbell Street,12/31/2021,3-04571-0050,3350235,922 Forbell Street,Brooklyn,11208,52,50,75.8,78.6,77.3,3221321.8,3340505.1,5.8,114.2,116.9,116.4,4853126.3,4967687.4,840422,246313.6,244541.4,246313.6,840422
10894166,Progressive - 2270 Kimball Street,12/31/2021,3-08556-0080,3242303,2270 Kimball Street,Brooklyn,11234,43,50,62.5,61.5,57.6,2249883.2,2212948.9,18,175,172.1,161.2,6299672.9,6196256.9,2249883.2,659403,648578.1,659403,2249883
10894167,Progressive - 14-03 - 14-21 Heyson Road,12/31/2021,4-15627-0021,4299224,14-03 - 14-21 Heyson Road,Queens,11691,26,50,95.7,102.1,81.4,2400395.9,2561679.2,3.3,120.1,127,102.1,3011134.5,3184240.9,280410.8,82183.7,82813.2,82183.7,280410.8
10894168,Progressive - 757 Bushwick Avenue,12/31/2021,3-03231-0001,3073471,757 Bushwick Avenue,Brooklyn,11221,4,50,128,138.6,82.6,7327183,7938233.9,7.3,178.1,189.3,115,10196887.3,10838490.7,1430483,419250.5,419250.5,419250.6,1430483
10894221,Progressive - 228-238 Nagle Avenue,12/31/2021,1-02218-0035,1087447,228-238 Nagle Avenue,New York,10034,47,50,118.1,122.3,115.5,12344869.5,12779961.1,7,166.9,169.9,163.2,17443519.1,17760439.8,2560803.5,750528.5,727094.3,750528.6,2560803.6
10894222,Progressive - 1041 Findlay Avenue,12/31/2021,2-02433-0028,2002219,1041 Findlay Avenue,Bronx,10456,72,50,83,86.4,97.1,8398342.5,8738193,3.8,110.5,113.3,129.2,11175932.6,11467288.5,1347241.7,394853.9,383886.4,394854,1347241.8
10894223,Progressive - 1280 Sheridan Avenue,12/31/2021,2-02453-0055,2002694,1280 Sheridan Avenue,Bronx,10456,65,50,81.4,85,90.6,5303677.3,5536898.5,4.5,112.5,116.3,125.2,7327370.9,7572253.1,1004862.7,294508.4,294508.4,294508.4,1004862.7
10894224,Progressive - 1434 Ogden Avenue,12/31/2021,2-02522-0070,2113099,1434 Ogden Avenue,Bronx,10452,44,50,86.3,89.3,83.2,9010964.1,9324921.6,8,139.7,141.6,134.6,14585562,14783958.2,2928028.4,858155.9,836173.1,858156,2928028.3
10894225,Progressive - 864 Hewitt Place,12/31/2021,2-02696-7501,2118990,864 Hewitt Place,Bronx,10459,28,50,82.4,84.4,71.5,8124810.7,8317544.4,7.7,134.1,134.5,116.4,13218184.3,13263112.9,2678361.7,784982.8,758615.1,784982.9,2678361.7
10894226,Progressive - 2271 Washington Avenue,12/31/2021,2-03038-0029,2011340,2271 Washington Avenue,Bronx,10457,68,50,71.1,74.3,80.8,7959868.8,8320345.6,6,111.9,114,127.2,12525637.4,12762717.4,2381585.8,698002.8,674318.2,698002.9,2381585.9
10894227,Progressive - 2040-2060 White Plains Road,12/31/2021,2-04284-7501,2114768,2040-2060 White Plains Road,Bronx,10462,31,50,80,84.1,70.8,10967739.4,11529010.8,6.9,126.2,129.3,111.7,17300513.9,17734433.3,3305364.3,968746.8,942718.3,968746.9,3305364.4
10894228,Progressive - 3035 White Plains Road,12/31/2021,2-04545-7501,2054778,3035 White Plains Road,Bronx,10467,76,50,73.9,Not Available,93.2,7318845.6,Not Available,10,138.3,Not Available,174.4,13688008.7,Not Available,3430411.9,1005396.1,987427,1005396,3430411.2
10894229,Progressive - 2217-2219 Givan Avenue,12/31/2021,2-05141-7501,2123665;2111961,2217 Givan Avenue,Bronx,10475,88,50,59.3,Not Available,82.1,10996566.8,Not Available,4.2,87.9,Not Available,121.7,16308293.9,Not Available,2721085,797504.3,783951.1,797504.4,2721085
10894230,Progressive - 959 Saint Marks Avenue,12/31/2021,3-01223-0053,3030845,959 Saint Marks Avenue,Brooklyn,11213,26,50,114.6,124.4,98,5774074.1,6268182.7,6.9,158.5,168.4,135.6,7987678.6,8486728.4,1179584.2,345716.3,345716.3,345716.4,1179584.4
10894231,Progressive - 635 Ruby Street,12/31/2021,3-04517-0003,3387750;3387751,635 Ruby Street,Brooklyn,11208,94,50,44.6,Not Available,68.5,4529611.8,Not Available,Not Available,66.3,Not Available,101.8,6726286.4,Not Available,1125825.2,329960.4,Not Available,329960.5,1125825.2
10894232,Progressive - 710 Dumont Avenue,12/31/2021,3-03808-0011,3084735,710 Dumont Avenue,Brooklyn,11207,68,50,61.5,64.9,69.7,7974090.9,8410781.3,4.3,90.5,93.8,102.6,11738204,12164826.7,1923090.6,563625.6,558282.7,563625.6,1923090.5
10894233,Progressive - 2828 West 28th Street,12/31/2021,3-07011-0011,3259642,2828 West 28th Street,Brooklyn,11224,28,50,122.2,132.4,105.5,12516097.1,13560182,8.5,179,189.7,154.5,18333620.9,19429910.1,2966696.6,869488.9,869488.9,869489,2966696.5
10894234,Progressive - 2930 West 30th Street,12/31/2021,3-07050-0001,3321834,2930 West 30th Street,Brooklyn,11224,57,50,99.8,108.1,104.7,36394361.1,39396845.3,4.7,134.1,141.3,140.7,48879040.2,51510963.1,6094263.4,1786126.2,1698923.8,1786126,6094261.9
10894235,Progressive - 2970 West 27th Street,12/31/2021,3-07052-0034,3336547;3366548;3339183;3843684,2970 West 27th Street,Brooklyn,11224,70,50,80.2,86.4,92.7,35773562.9,38527751.2,5.4,116.4,122.9,134.5,51904657.6,54796555.4,8195666.6,2402012.2,2402012.2,2402012,8195664.9
10894236,Progressive - 127-03 Jamaica Avenue,12/31/2021,4-09281-0046,4430381,127-03 Jamaica Avenue,Queens,11418,86,50,53.1,54.1,71.6,3957509.4,4035180.6,4.9,85.6,86.3,115.5,6382626.4,6429680.4,1272709.4,373009.8,367231.7,373009.8,1272709.4
10894237,Progressive - 129-11 Jamaica Avenue,12/31/2021,4-09281-0044,4525224,129-11 Jamaica Avenue,Queens,11418,90,50,60.5,61.5,85.8,6933420.7,7047571.5,5.7,98.2,98.3,139.3,11258227.8,11273665.1,2273220.6,666242.8,648754.7,666242.8,2273220.4
10894238,Progressive - 14-10 New Haven Avenue,12/31/2021,4-15622-0100,4299188,14-10 New Haven Avenue,Queens,11691,61,50,79.5,82.7,86,11404935,11877872.7,5.9,118.9,121.8,128.7,17068840.4,17487481.3,2910662.1,853066.2,840012.5,853066.3,2910662.2
10894239,Progressive - 18-20 Father Capodanno Blvd,12/31/2021,5-03125-0116,5106092;5106093,18-20 Father Capodanno Blvd,Staten Island,10305,79,50,77,81.2,96.3,18362796.7,19351564,4.9,112.1,114.3,140.1,26735056,27261514.8,4259496.8,1248387,1162681.6,1248387,4259496.4
10894240,Progressive - 1120 Clay Avenue,12/31/2021,2-02426-0004,2002068,1120 Clay Avenue,Bronx,10456,32,50,116.4,122.4,103.6,5398697.5,5679624.7,7,165.8,170.2,147.7,7694129.6,7898129.2,1157427,339222.4,323986.4,339222.5,1157427.2
10894241,Progressive - 1124-1132 Clay Avenue,12/31/2021,2-02426-0008,2002069,1124-1132 Clay Avenue,Bronx,10456,1,50,205.1,Not Available,115.9,9516790.8,Not Available,6.8,257.4,Not Available,145.4,11942555.8,Not Available,1114243.1,326565.9,314192.9,326566,1114243.2
10894242,Progressive - 1108 Findlay Avenue,12/31/2021,2-02434-0047,2100937;2002269;2100938,1108 Findlay Avenue,Bronx,10456,30,50,114.6,121.5,100.8,3795121.4,4023789,9,176.4,181.4,155.1,5840264.4,6004239.9,1060221.1,310733,297983.8,310733,1060221
10894243,Progressive - 1294 Grant Avenue,12/31/2021,2-02816-0001,2007791,1294 Grant Avenue,Bronx,10456,100,50,21.9,21.3,59.9,764491.2,742546.1,4.6,51.4,49.6,140.4,1791142.2,1729695.8,564815.1,165537.8,159106.1,165537.8,564815
10894244,Progressive - 1291-1295 Sheridan Avenue,12/31/2021,2-02831-0032,2007978,1291-1295 Sheridan Avenue,Bronx,10456,65,50,84.1,89.2,93.6,3500495.4,3713664.4,5.9,124.4,128.9,138.3,5175573.8,5361997.2,857173.5,251223.2,244958.9,251223.2,857173.6
10894245,Progressive - 1092 Close Avenue,12/31/2021,2-03710-7501,2120984,1092 Close Avenue,Bronx,10472,65,50,71.9,74.8,79.6,4349773.2,4528717.3,7.4,120.2,122.5,133.1,7274342.4,7411574.6,1546903.1,453371.3,444887.1,453371.4,1546903.2
10894246,Progressive - 3629 White Plains Road,12/31/2021,2-04647-7501,2129019,3629 White Plains Road,Bronx,10467,98,50,41,41,82.9,3828954.8,3828954.8,10.3,104.5,104.5,211.6,9771147.3,9771147.3,3286139.8,963112.4,963112.4,963112.5,3286139.8
10894247,Progressive - 1426 Loring Avenue,12/31/2021,3-04517-0001,3347342;3388331,1426 Loring Avenue,Brooklyn,11208,12,50,73.7,73.6,55.1,3507844.5,3502561.3,21.6,206.5,206.2,154.2,9821964.7,9807171.6,3507844.5,1028090.3,1026541.9,1028090,3507843.1
16830236,Progressive - 257 West 29th Street,12/31/2021,1-00779-0007,1014279,257 West 29th Street,New York,10001,Not Available,50,68.3,71.4,65.8,1922472.9,2008715.8,8.5,122.6,125.9,118.1,3449529.8,3543292.4,817676.2,239647.1,240184.3,239647.2,817676.2
21202121,Progressive - 15 Albany Avenue,12/31/2021,3-01859-0006,3053686,15 Albany Avenue,Brooklyn,11216,1,50,177.6,192.8,97.3,6818306.4,7404884,5,217,232.4,118.9,8332783.3,8925468.7,670606.6,196543.5,192654.6,196543.6,670606.8
21202123,Progressive - 7 Albany Avenue,12/31/2021,3-01859-0010,3053687,7 Albany Avenue,Brooklyn,11216,100,50,13.6,13.1,45.5,497828.5,478635.9,3.3,34.8,33.4,116.3,1270894.9,1217155.4,427528.5,125301.4,119676.4,125301.4,427528.4
21202127,Progressive - 305 Decatur Street,12/31/2021,3-01676-0001,3047131,305 Decatur Street,Brooklyn,11233,15,50,131.6,139.3,101.9,3862743.7,4090900.8,5.7,172.4,180.2,133.5,5063432.2,5291543.7,575743.6,168740.8,166822.6,168740.8,575743.6
21309613,Progressive - Campus - 7-15 Albany Street,12/31/2021,3-01859-0006;3-01859-0010,3053686;3053687,7 Albany Avenue / 15 Albany Avenue,Brooklyn,11216,35,50,97.7,105.3,88.9,7316135,7882983.9,4.2,128.3,135.4,116.7,9603678.3,10139687.6,1098135.2,321845,311933.4,321845,1098135.1
21309619,Progressive - Campus - 1294 Grant & 1295 Morris,12/31/2021,2-02816-0001;2-02816-0070,2007791;2007805,1294 Grant Avenue / 1295 Morris Avenue,Bronx,10456,71,50,80.6,85.6,93.4,5619725.9,5964542.4,5.5,118.5,122.5,137.3,8262269.6,8542513.7,1349461.4,395504.5,381802.7,395504.5,1349461.4
21309649,Progressive - Campus - 1120-1140 Clay Avenue,12/31/2021,2-02426-0004;2-02426-0008;2-02426-0012,2002068;2002069;2002070,1120 Clay Avenue / 1124-1132 Clay Avenue,Bronx,10456,15,50,138.9,Not Available,107.3,19360757.4,Not Available,6.9,188.9,Not Available,146,26335153.7,Not Available,3432204.8,1005921.6,961305.5,1005922,3432205.9
6292400,ZARA - 162-20 LLC,12/31/2021,4-09761-0048,4208883,162-20 89th Avenue,Queens,11432,95,50,75.3,79,117,3499489.1,3671640.2,3,97.2,100.8,151,4515319.6,4682137.6,480489.2,140823.3,138488.6,140823.3,480489.1
2397412,12 East 97th Street Tenants,12/31/2021,1-01602-0060,1051456,12 East 97th Street,New York,10029,87,50,60.5,65.1,82.6,7141447.8,7686887.8,3.7,86.3,90.6,117.9,10188835.3,10691028.9,1537322.9,450563.5,438753.4,450563.6,1537323
2654691,DEPM 1386 - 377 Rector Place,12/31/2021,1-00016-7501,1000061,377 Rector Place,New York,10280,71,50,69.5,72.7,80.8,15348859.7,16057897,5.3,107,108.1,124.3,23626334.8,23862959.4,4291447,1257751,1172695.8,1257751,4291446.4
2660185,DEPM 2276 - 30 East 72nd St,12/31/2021,1-01386-0049,1041368,30 East 72nd Street,New York,10021,83,50,59.2,63.8,76.8,3721414.8,4009800.6,6,98.7,102.9,128,6201889.1,6461471.7,1311087.7,384257.8,377019.1,384257.8,1311087.6
2665657,DEPM 1240 - 1040 Fifth Ave,12/31/2021,1-01497-0001,1046827,1040 Fifth Avenue,New York,10028,64,50,66.2,71.2,72.9,9673163.9,10391657.4,6.7,117,122.2,128.7,17087290.6,17846802.1,3419951.1,1002330.2,983132.8,1002330,3419950
2665699,DEPM 1456 - 930 Fifth Ave,12/31/2021,1-01389-0001,1041637,930 Fifth Avenue,New York,10021,85,50,47.4,Not Available,63.3,11355511.7,Not Available,5.1,80.1,Not Available,106.8,19174487.5,Not Available,4146696.9,1215327.2,1215327.2,1215327,4146695.7
2665712,DEPM 1626 - 1060 Fifth Ave,12/31/2021,1-01499-0001,1046913,1060 Fifth Avenue,New York,10128,28,50,97,Not Available,83.3,18915942.2,Not Available,7.5,147.8,Not Available,126.9,28824524.3,Not Available,5121591.5,1501052.4,1470716.2,1501053,5121592.8
2665733,DEPM 2302 - 215 West 91st St,12/31/2021,1-01239-0023,1033584,215 West 91st Street,New York,10024,58,50,74.1,80.3,78.6,11566055.9,12528732.6,6.3,115.9,121.7,122.8,18079516.2,18988570.2,3391518.6,993997.1,976955.3,993997.2,3391518.4
2665742,DEPM 2344 - 300 West 23rd St,12/31/2021,1-00746-7503,1013429,300 West 23rd Street,New York,10011,59,50,77.9,83.3,83.3,14019224.9,14999578.3,6.9,121.2,126.7,129.6,21814225.5,22804382.4,4241756.2,1243187.5,1243187.5,1243188,4241757.5
2665761,DEPM 2462 - 16 Sutton Pl,12/31/2021,1-01369-0026,1040544,16 Sutton Place,New York,10022,92,50,47.4,51.5,69.5,6156523.8,6697257.4,3.9,78.3,82.9,114.9,10178559.6,10779328.8,1749673.6,512799.9,503668.5,512800,1749673.6
2665819,DEPM 2914 - 400 East 51st St,12/31/2021,1-01362-7502,1040115;1040116;1040117,400 East 51st Street,New York,10022,96,50,30.5,Not Available,50.3,12247412,Not Available,5.2,63.8,Not Available,105.4,25628720.4,Not Available,7296535.9,2138492.1,2081698.5,2138492,7296534.7
2665826,DEPM 2970 - 515 Park Ave,12/31/2021,1-01394-7501,1041908,515 Park Avenue,New York,10022,35,50,76,79.8,69.3,12384259.1,13012046.2,10.6,151,153.8,137.8,24620155.1,25067169.3,6107157,1789905.1,1733335.2,1789905,6107155.9
2672502,DEPM 1588 - 25 Sutton Pl,12/31/2021,1-01372-0062,1040744,25 Sutton Place,New York,10022,Not Available,50,59.4,64.9,70.6,4007890.8,4380763.5,5.1,99.4,105.6,118.1,6706823.3,7125317.4,1185252,347377.5,341855.7,347377.5,1185252
2672505,DEPM 2128 - 820 Park Ave,12/31/2021,1-01390-0035,1041701,820 Park Avenue,New York,10021,Not Available,50,78.8,83.6,69.3,4965989.9,5265598.8,7.1,134.4,139.3,118.1,8468992.7,8775147.3,1565610.1,458854,448890.9,458854.1,1565610.2
2672525,DEPM 2590 - 21 Astor Pl,12/31/2021,1-00545-7503,1008807,21 Astor Place,New York,10003,6,50,82.3,85.5,55.6,8226650.5,8545927.7,12.4,161.9,163.5,109.4,16192164.3,16352883.4,4316675,1265144.9,1235916.7,1265145,4316674.7
2672535,DEPM 2640 - 53 North Moore St,12/31/2021,1-00188-7503,1002127,53 North Moore Street,New York,10004,12,50,85.2,87.5,61.3,9190114.1,9436850.8,13.9,172.4,174.8,123.9,18594256.4,18853330,5111221,1498013,1498013,1498013,5111220.4
2672549,DEPM 1520 - 255 West 108th St,12/31/2021,1-01880-0001,1056673,255 West 108th Street,New York,10025,97,50,43.6,Not Available,74.7,5747268.4,Not Available,3.5,67.3,Not Available,115.2,8856752.1,Not Available,1612640.2,472637.7,461163.6,472637.8,1612640.2
2672551,DEPM 1690 - 6-16 West 77th St,12/31/2021,1-01129-0039,1028817,6-16 West 77th Street,New York,10024,94,50,52.4,Not Available,80.1,10010188.8,Not Available,3.4,75.9,Not Available,115.9,14492246.6,Not Available,2275170.5,666814.3,648272.1,666814.3,2275170.4
2672562,DEPM 1712 - 450 East 52nd St,12/31/2021,1-01363-0026,1040140,450 East 52nd Street,New York,10022,Not Available,50,57.7,63.2,80.9,3873008.3,4237234.1,4.3,84.3,89.8,118.1,5656039.9,6023907.9,973479,285310.3,285310.3,285310.4,973479.1
2672563,DEPM 1796 - 245 West 107th St,12/31/2021,1-01879-0001,1056647,245 West 107th Street,New York,10025,95,50,63.2,67.2,107.3,13199625.8,14043245.7,5.6,100.8,104.1,171.3,21057508.4,21750909.8,4113086.5,1205476.5,1173254.2,1205477,4113087.5
2672569,DEPM 2470 - 230 Central Park South,12/31/2021,1-01030-0048,1024921,230 Central Park South,New York,10019,19,50,77.5,82.1,61.8,6678328.9,7071802.9,9.1,135.8,140.6,108.2,11695047.4,12108195.1,2675886.9,784257.5,784257.5,784257.6,2675886.9
2672580,DEPM 1418 - 125 East 63rd St,12/31/2021,1-01398-0010,1042091,125 East 63rd Street,New York,10065,81,50,48.1,52.3,61.3,3082087.3,3353073.8,4.7,83.9,88.5,106.9,5376073.3,5671438,1049464.9,307580.5,301956.7,307580.6,1049465
2672587,DEPM 2404 - 136 East 56th St,12/31/2021,1-01310-0059,1036528,136 East 56th Street,New York,10028,19,50,81.1,81.6,64.3,15242649.6,15333379.3,8.3,142,142.6,112.7,26693824.8,26802976.3,5304129.2,1554551.2,1554551.2,1554551,5304128
2672616,DEPM 1674 - 444 Central Park West,12/31/2021,1-01840-0029,1055495,444 Central Park West,New York,10025,90,50,58.5,Not Available,83.2,12283743.5,Not Available,3,80.2,Not Available,114.1,16846562.7,Not Available,2256361.2,661301.6,633705.9,661301.6,2256361.1
2672640,DEPM 1066 - 941 Park Ave,12/31/2021,1-01510-0001,1047549,941 Park Avenue,New York,10028,66,50,73.8,Not Available,82.7,12974510.7,Not Available,Not Available,121.7,Not Available,136.4,21397366.4,Not Available,4442360.1,1301981.1,Not Available,1301981,4442359.2
2672664,DEPM 1678 - 815 Park Ave,12/31/2021,1-01409-0069,1043105,815 Park Avenue,New York,10021,62,50,80.1,86.4,87.3,8095498.9,8729752.7,5,112.1,118.1,122.2,11331902.8,11931653.9,1760960.3,516107.9,509420.1,516107.9,1760960.2
2672673,DEPM 2102 - 720 Greenwich St,12/31/2021,1-00632-0017,1011843,720 Greenwich Street,New York,10014,85,50,59.8,63.5,78.9,8933117.5,9485532.8,4.2,89,92.1,117.3,13288105.5,13748437.3,2233332.7,654552.3,634504.7,654552.4,2233332.8
2672675,DEPM 2020 - 83-85 Woodhaven Blvd,12/31/2021,4-03907-0975,4435192;4435191;4435193,83-85 Woodhaven Boulevard,Queens,11421,54,50,104.1,108.8,106.9,24720040.3,25835922.4,5.2,140.6,144.9,144.4,33405888.4,34427726.1,4267718.3,1250796.5,1225702.2,1250797,4267719.4
2673410,DEPM 1064 - 812 Fifth Ave,12/31/2021,1-01377-0003,1040884,812 Fifth Avenue,New York,10065,23,50,75.7,70.9,62.9,7080886.5,6632470.6,6.1,125,118.6,103.8,11683061.4,11084576.2,1988402.6,582767.4,571974.5,582767.5,1988402.7
2673415,DEPM 1184 - 203 East 72nd St,12/31/2021,1-01427-0001,1085194,203 East 72nd Street,New York,10021,4,50,120.3,122.8,78.4,24835770.3,25351556.4,9,180.2,181.9,117.4,37191340.9,37540151,6407141,1877825.4,1847602.3,1877826,6407142.3
2673429,DEPM 1338 - 1060 Park Ave,12/31/2021,1-01499-0032,1046918,1060 Park Avenue,New York,10128,72,50,65.7,Not Available,77.4,7940508.3,Not Available,4.2,93,Not Available,109.5,11236946.4,Not Available,1790169.2,524668.5,506027.4,524668.6,1790169.3
2673439,DEPM 1408 - 1040 Park Ave,12/31/2021,1-01498-0033,1046852,1040 Park Avenue,New York,10028,86,50,68.8,74.3,92.5,11186107.5,12090489.7,3.9,96.1,101.3,129.2,15628214.3,16474609.2,2218743.7,650276.5,632991.9,650276.6,2218743.8
2673499,DEPM 1480 - 220 East 57th St,12/31/2021,1-01330-0038,1038594,220 East 57th Street,New York,10022,62,50,82.9,82.7,90.5,9942983.1,9928029.3,4.7,125.5,124.6,137.1,15056887.2,14957052.6,1957507.3,573712.5,558691.9,573712.6,1957507.4
2674022,DEPM 1524 - 944 Fifth Ave,12/31/2021,1-01390-0003,1041683,944 Fifth Avenue,New York,10021,Not Available,50,70.2,75.1,66.6,5461039.8,5840158.9,7.2,124.4,129.5,118.1,9681303.7,10075039.6,1958568.2,574023.4,562578.8,574023.5,1958568.2
2674025,DEPM 1532 - 45 West 54th St,12/31/2021,1-01270-0008,1034787,45 West 54th Street,New York,10019,90,50,45.5,49,65,3737165.9,4026725,4.9,82,85.6,117.2,6736540.2,7028695.8,1409081.8,412978.2,402664.8,412978.3,1409082
2674032,DEPM 1628 - 1158 Fifth Ave,12/31/2021,1-01602-0069,1051458,1158 Fifth Avenue,New York,10029,19,50,123.1,132.5,99.2,19736477.2,21239164.5,4.8,157.5,166.7,126.9,25251794.4,26726839.2,2657752.1,778942.5,761729.8,778942.6,2657752.2
2674038,DEPM 1634 - 799 Park Ave,12/31/2021,1-01409-0001,1043073,799 Park Avenue,New York,10021,62,50,59.4,63.1,64.5,9058482.9,9613878.8,5.9,105.3,107.9,114.3,16046019.8,16442864.2,3236137.6,948457.6,898764.4,948457.7,3236137.7
